,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee
82,Regular Season,Sat,2021-10-23,15:30,Arminia,1.7,1–3,2.4,Dortmund,25000.0,SchücoArena,Benjamin Brand
83,Regular Season,Sat,2021-10-23,15:30,Bayern Munich,2.1,4–0,0.7,Hoffenheim,60000.0,Allianz Arena,Matthias Jöllenbeck
84,Regular Season,Sat,2021-10-23,15:30,Wolfsburg,1.8,0–2,1.5,Freiburg,10251.0,Volkswagen Arena,Tobias Welz
85,Regular Season,Sat,2021-10-23,18:30,Hertha BSC,1.1,1–0,0.7,M'Gladbach,25000.0,Olympiastadion Berlin,Benjamin Cortus
86,Regular Season,Sun,2021-10-24,15:30,Köln,1.9,2–2,1.4,Leverkusen,49600.0,RheinEnergieSTADION,Felix Zwayer
87,Regular Season,Sun,2021-10-24,17:30,Stuttgart,0.5,1–1,1.2,Union Berlin,32595.0,Mercedes-Benz Arena,Florian Badstübner
88,Regular Season,Sun,2021-10-24,19:30,Bochum,2.1,2–0,1.6,Eint Frankfurt,19510.0,Vonovia Ruhrstadion,Marco Fritz
90,Regular Season,Fri,2021-10-29,20:30,Hoffenheim,1.0,2–0,0.4,Hertha BSC,8127.0,PreZero Arena,Sven Jablonski
91,Regular Season,Sat,2021-10-30,15:30,Dortmund,1.3,2–0,1.3,Köln,66709.0,Signal Iduna Park,Martin Petersen
92,Regular Season,Sat,2021-10-30,15:30,Leverkusen,1.4,0–2,1.7,Wolfsburg,20132.0,BayArena,Deniz Aytekin
93,Regular Season,Sat,2021-10-30,15:30,Freiburg,1.3,3–1,0.7,Greuther Fürth,31500.0,Europa-Park Stadion,Felix Brych
94,Regular Season,Sat,2021-10-30,15:30,Union Berlin,1.1,2–5,3.3,Bayern Munich,16509.0,Stadion An der Alten Försterei,Harm Osmers
95,Regular Season,Sat,2021-10-30,15:30,Arminia,0.7,1–2,2.5,Mainz 05,19477.0,SchücoArena,Bastian Dankert
96,Regular Season,Sat,2021-10-30,18:30,Eint Frankfurt,0.6,1–1,2.8,RB Leipzig,31000.0,Commerzbank-Arena,Daniel Schlager
97,Regular Season,Sun,2021-10-31,15:30,Augsburg,2.0,4–1,0.9,Stuttgart,17500.0,WWK Arena,Patrick Ittrich
98,Regular Season,Sun,2021-10-31,17:30,M'Gladbach,1.8,2–1,1.0,Bochum,42361.0,Stadion im Borussia-Park,Tobias Reichel
100,Regular Season,Fri,2021-11-05,20:30,Mainz 05,0.9,1–1,1.8,M'Gladbach,25000.0,Opel Arena,Robert Schröder
101,Regular Season,Sat,2021-11-06,15:30,Stuttgart,0.9,0–1,1.7,Arminia,33550.0,Mercedes-Benz Arena,Christian Dingert
102,Regular Season,Sat,2021-11-06,15:30,Wolfsburg,0.8,1–0,0.6,Augsburg,16095.0,Volkswagen Arena,Marco Fritz
103,Regular Season,Sat,2021-11-06,15:30,Bayern Munich,3.5,2–1,1.1,Freiburg,75000.0,Allianz Arena,Sascha Stegemann
104,Regular Season,Sat,2021-11-06,15:30,Bochum,2.3,2–0,0.6,Hoffenheim,19600.0,Vonovia Ruhrstadion,Frank Willenborg
105,Regular Season,Sat,2021-11-06,18:30,RB Leipzig,2.4,2–1,1.2,Dortmund,43429.0,Red Bull Arena,Felix Zwayer
106,Regular Season,Sun,2021-11-07,15:30,Hertha BSC,0.9,1–1,1.0,Leverkusen,22187.0,Olympiastadion Berlin,Robert Hartmann
107,Regular Season,Sun,2021-11-07,17:30,Köln,2.1,2–2,1.1,Union Berlin,49000.0,RheinEnergieSTADION,Tobias Stieler
108,Regular Season,Sun,2021-11-07,19:30,Greuther Fürth,2.8,1–2,1.5,Eint Frankfurt,10244.0,Sportpark Ronhof Thomas Sommer,Daniel Siebert
110,Regular Season,Fri,2021-11-19,20:30,Augsburg,0.3,2–1,1.6,Bayern Munich,26000.0,WWK Arena,Daniel Siebert
111,Regular Season,Sat,2021-11-20,15:30,Leverkusen,1.7,1–0,0.8,Bochum,22538.0,BayArena,Daniel Schlager
112,Regular Season,Sat,2021-11-20,15:30,Hoffenheim,2.7,2–0,0.2,RB Leipzig,13233.0,PreZero Arena,Tobias Welz
113,Regular Season,Sat,2021-11-20,15:30,Dortmund,1.7,2–1,1.4,Stuttgart,57900.0,Signal Iduna Park,Harm Osmers
114,Regular Season,Sat,2021-11-20,15:30,Arminia,1.5,2–2,1.7,Wolfsburg,19801.0,SchücoArena,Martin Petersen
115,Regular Season,Sat,2021-11-20,15:30,M'Gladbach,2.6,4–0,0.4,Greuther Fürth,38621.0,Stadion im Borussia-Park,Benjamin Brand
116,Regular Season,Sat,2021-11-20,18:30,Union Berlin,2.0,2–0,0.5,Hertha BSC,22012.0,Stadion An der Alten Försterei,Felix Brych
117,Regular Season,Sun,2021-11-21,15:30,Freiburg,1.7,0–2,1.3,Eint Frankfurt,32500.0,Europa-Park Stadion,Florian Badstübner
118,Regular Season,Sun,2021-11-21,17:30,Mainz 05,0.9,1–1,1.7,Köln,25500.0,Opel Arena,Deniz Aytekin
120,Regular Season,Fri,2021-11-26,20:30,Stuttgart,0.4,2–1,1.0,Mainz 05,25000.0,Mercedes-Benz Arena,Matthias Jöllenbeck
121,Regular Season,Sat,2021-11-27,15:30,Bochum,1.0,2–1,2.1,Freiburg,19700.0,Vonovia Ruhrstadion,Patrick Ittrich
122,Regular Season,Sat,2021-11-27,15:30,Wolfsburg,1.4,1–3,2.2,Dortmund,13281.0,Volkswagen Arena,Sven Jablonski
123,Regular Season,Sat,2021-11-27,15:30,Köln,1.7,4–1,1.1,M'Gladbach,50000.0,RheinEnergieSTADION,Robert Schröder
124,Regular Season,Sat,2021-11-27,15:30,Hertha BSC,1.4,1–1,1.4,Augsburg,14523.0,Olympiastadion Berlin,Frank Willenborg
125,Regular Season,Sat,2021-11-27,15:30,Greuther Fürth,1.4,3–6,3.0,Hoffenheim,3385.0,Sportpark Ronhof Thomas Sommer,Bastian Dankert
126,Regular Season,Sat,2021-11-27,18:30,Bayern Munich,2.3,1–0,0.5,Arminia,12000.0,Allianz Arena,Marco Fritz
127,Regular Season,Sun,2021-11-28,15:30,Eint Frankfurt,1.9,2–1,1.3,Union Berlin,24000.0,Commerzbank-Arena,Sascha Stegemann
128,Regular Season,Sun,2021-11-28,17:30,RB Leipzig,1.6,1–3,1.8,Leverkusen,,Red Bull Arena,Benjamin Cortus
130,Regular Season,Fri,2021-12-03,20:30,Union Berlin,3.3,2–1,1.3,RB Leipzig,13506.0,Stadion An der Alten Försterei,Harm Osmers
131,Regular Season,Sat,2021-12-04,15:30,Leverkusen,2.8,7–1,0.4,Greuther Fürth,10455.0,BayArena,Tobias Reichel
132,Regular Season,Sat,2021-12-04,15:30,Mainz 05,1.4,3–0,0.7,Wolfsburg,10000.0,Opel Arena,Florian Badstübner
133,Regular Season,Sat,2021-12-04,15:30,Hoffenheim,0.9,3–2,1.7,Eint Frankfurt,,PreZero Arena,Daniel Schlager
134,Regular Season,Sat,2021-12-04,15:30,Augsburg,2.9,2–3,1.2,Bochum,,WWK Arena,Deniz Aytekin
135,Regular Season,Sat,2021-12-04,15:30,Arminia,1.5,1–1,1.1,Köln,8231.0,SchücoArena,Felix Brych
136,Regular Season,Sat,2021-12-04,18:30,Dortmund,1.1,2–3,2.0,Bayern Munich,15000.0,Signal Iduna Park,Felix Zwayer
137,Regular Season,Sun,2021-12-05,15:30,Stuttgart,1.2,2–2,1.1,Hertha BSC,395.0,Mercedes-Benz Arena,Benjamin Brand
138,Regular Season,Sun,2021-12-05,17:30,M'Gladbach,1.1,0–6,1.8,Freiburg,10025.0,Stadion im Borussia-Park,Robert Hartmann
140,Regular Season,Fri,2021-12-10,20:30,Köln,1.2,0–2,0.7,Augsburg,15000.0,RheinEnergieSTADION,Patrick Ittrich
141,Regular Season,Sat,2021-12-11,15:30,RB Leipzig,4.4,4–1,1.4,M'Gladbach,,Red Bull Arena,Bastian Dankert
142,Regular Season,Sat,2021-12-11,15:30,Hertha BSC,2.0,2–0,0.4,Arminia,5000.0,Olympiastadion Berlin,Tobias Welz
143,Regular Season,Sat,2021-12-11,15:30,Freiburg,1.6,1–2,1.1,Hoffenheim,750.0,Europa-Park Stadion,Frank Willenborg
144,Regular Season,Sat,2021-12-11,15:30,Bochum,0.9,1–1,2.5,Dortmund,13799.0,Vonovia Ruhrstadion,Matthias Jöllenbeck
145,Regular Season,Sat,2021-12-11,15:30,Bayern Munich,1.9,2–1,0.8,Mainz 05,,Allianz Arena,Benjamin Cortus
146,Regular Season,Sat,2021-12-11,18:30,Wolfsburg,1.5,0–2,1.4,Stuttgart,5000.0,Volkswagen Arena,Sascha Stegemann
147,Regular Season,Sun,2021-12-12,15:30,Greuther Fürth,0.7,1–0,1.2,Union Berlin,,Sportpark Ronhof Thomas Sommer,Sven Jablonski
148,Regular Season,Sun,2021-12-12,17:30,Eint Frankfurt,1.6,5–2,1.7,Leverkusen,12000.0,Commerzbank-Arena,Marco Fritz
150,Regular Season,Tue,2021-12-14,18:30,Stuttgart,0.9,0–5,3.3,Bayern Munich,750.0,Mercedes-Benz Arena,Robert Schröder
151,Regular Season,Tue,2021-12-14,20:30,Wolfsburg,2.5,2–3,3.3,Köln,5000.0,Volkswagen Arena,Robert Hartmann
152,Regular Season,Tue,2021-12-14,20:30,Arminia,0.9,2–0,0.6,Bochum,13750.0,SchücoArena,Benjamin Brand
153,Regular Season,Tue,2021-12-14,20:30,Mainz 05,2.6,4–0,0.5,Hertha BSC,10000.0,Opel Arena,Harm Osmers
154,Regular Season,Wed,2021-12-15,18:30,M'Gladbach,1.9,2–3,1.8,Eint Frankfurt,10028.0,Stadion im Borussia-Park,Martin Petersen
155,Regular Season,Wed,2021-12-15,20:30,Leverkusen,2.0,2–2,1.9,Hoffenheim,13272.0,BayArena,Tobias Stieler
156,Regular Season,Wed,2021-12-15,20:30,Union Berlin,1.8,0–0,1.4,Freiburg,5000.0,Stadion An der Alten Försterei,Deniz Aytekin
157,Regular Season,Wed,2021-12-15,20:30,Augsburg,1.4,1–1,2.4,RB Leipzig,,WWK Arena,Florian Badstübner
158,Regular Season,Wed,2021-12-15,20:30,Dortmund,1.8,3–0,0.6,Greuther Fürth,15000.0,Signal Iduna Park,Daniel Schlager
160,Regular Season,Fri,2021-12-17,20:30,Bayern Munich,3.2,4–0,1.2,Wolfsburg,,Allianz Arena,Tobias Welz
161,Regular Season,Sat,2021-12-18,15:30,Greuther Fürth,0.1,0–0,1.2,Augsburg,,Sportpark Ronhof Thomas Sommer,Sascha Stegemann
162,Regular Season,Sat,2021-12-18,15:30,Bochum,0.9,0–1,1.0,Union Berlin,13500.0,Vonovia Ruhrstadion,Tobias Reichel
163,Regular Season,Sat,2021-12-18,15:30,Eint Frankfurt,2.0,1–0,0.8,Mainz 05,15000.0,Commerzbank-Arena,Felix Brych
164,Regular Season,Sat,2021-12-18,15:30,RB Leipzig,2.0,0–2,0.6,Arminia,,Red Bull Arena,Frank Willenborg
165,Regular Season,Sat,2021-12-18,15:30,Hoffenheim,2.3,1–1,1.6,M'Gladbach,750.0,PreZero Arena,Sven Jablonski
166,Regular Season,Sat,2021-12-18,18:30,Hertha BSC,1.6,3–2,1.2,Dortmund,5000.0,Olympiastadion Berlin,Marco Fritz
167,Regular Season,Sun,2021-12-19,15:30,Freiburg,2.0,2–1,1.0,Leverkusen,750.0,Europa-Park Stadion,Benjamin Cortus
168,Regular Season,Sun,2021-12-19,17:30,Köln,1.1,1–0,0.4,Stuttgart,15000.0,RheinEnergieSTADION,Bastian Dankert
170,Regular Season,Fri,2022-01-07,20:30,Bayern Munich,1.7,1–2,1.1,M'Gladbach,,Allianz Arena,Daniel Siebert
171,Regular Season,Sat,2022-01-08,15:30,Hoffenheim,1.8,3–1,0.7,Augsburg,500.0,PreZero Arena,Benjamin Cortus
172,Regular Season,Sat,2022-01-08,15:30,Greuther Fürth,0.8,0–0,1.4,Stuttgart,,Sportpark Ronhof Thomas Sommer,Felix Brych
173,Regular Season,Sat,2022-01-08,15:30,Freiburg,2.0,2–2,0.9,Arminia,,Europa-Park Stadion,Harm Osmers
174,Regular Season,Sat,2022-01-08,15:30,RB Leipzig,3.3,4–1,0.4,Mainz 05,,Red Bull Arena,Deniz Aytekin
175,Regular Season,Sat,2022-01-08,15:30,Leverkusen,1.8,2–2,2.4,Union Berlin,,BayArena,Matthias Jöllenbeck
176,Regular Season,Sat,2022-01-08,18:30,Eint Frankfurt,1.2,2–3,2.4,Dortmund,250.0,Commerzbank-Arena,Robert Schröder
177,Regular Season,Sun,2022-01-09,15:30,Hertha BSC,1.0,1–3,1.7,Köln,3000.0,Olympiastadion Berlin,Tobias Stieler
178,Regular Season,Sun,2022-01-09,17:30,Bochum,0.8,1–0,0.4,Wolfsburg,,Vonovia Ruhrstadion,Daniel Schlager
180,Regular Season,Fri,2022-01-14,20:30,Dortmund,1.8,5–1,0.7,Freiburg,750.0,Signal Iduna Park,Florian Badstübner
181,Regular Season,Sat,2022-01-15,15:30,Mainz 05,1.7,1–0,1.5,Bochum,1000.0,Opel Arena,Frank Willenborg
182,Regular Season,Sat,2022-01-15,15:30,Köln,1.2,0–4,3.4,Bayern Munich,1000.0,RheinEnergieSTADION,Tobias Welz
183,Regular Season,Sat,2022-01-15,15:30,Union Berlin,1.6,2–1,1.3,Hoffenheim,3000.0,Stadion An der Alten Försterei,Martin Petersen
184,Regular Season,Sat,2022-01-15,15:30,Stuttgart,1.1,0–2,1.3,RB Leipzig,500.0,Mercedes-Benz Arena,Daniel Schlager
185,Regular Season,Sat,2022-01-15,15:30,Wolfsburg,1.2,0–0,0.2,Hertha BSC,500.0,Volkswagen Arena,Robert Hartmann
186,Regular Season,Sat,2022-01-15,18:30,M'Gladbach,1.5,1–2,4.4,Leverkusen,750.0,Stadion im Borussia-Park,Sascha Stegemann
187,Regular Season,Sun,2022-01-16,15:30,Augsburg,1.4,1–1,2.2,Eint Frankfurt,,WWK Arena,Sven Jablonski
188,Regular Season,Sun,2022-01-16,17:30,Arminia,0.8,2–2,0.4,Greuther Fürth,750.0,SchücoArena,Christian Dingert
190,Regular Season,Fri,2022-01-21,20:30,Eint Frankfurt,1.9,0–2,1.5,Arminia,1000.0,Commerzbank-Arena,Tobias Reichel
191,Regular Season,Sat,2022-01-22,15:30,Greuther Fürth,1.1,2–1,2.0,Mainz 05,,Sportpark Ronhof Thomas Sommer,Robert Schröder
192,Regular Season,Sat,2022-01-22,15:30,M'Gladbach,1.0,1–2,1.1,Union Berlin,750.0,Stadion im Borussia-Park,Felix Brych
193,Regular Season,Sat,2022-01-22,15:30,Freiburg,1.6,2–0,0.5,Stuttgart,500.0,Europa-Park Stadion,Tobias Stieler
194,Regular Season,Sat,2022-01-22,15:30,Leverkusen,3.2,5–1,1.4,Augsburg,750.0,BayArena,Daniel Schlager
195,Regular Season,Sat,2022-01-22,15:30,Hoffenheim,1.5,2–3,1.5,Dortmund,500.0,PreZero Arena,Deniz Aytekin
196,Regular Season,Sat,2022-01-22,18:30,Bochum,1.8,2–2,1.0,Köln,750.0,Vonovia Ruhrstadion,Matthias Jöllenbeck
197,Regular Season,Sun,2022-01-23,15:30,RB Leipzig,1.3,2–0,0.9,Wolfsburg,1000.0,Red Bull Arena,Daniel Siebert
198,Regular Season,Sun,2022-01-23,17:30,Hertha BSC,0.9,1–4,3.9,Bayern Munich,3000.0,Olympiastadion Berlin,Bastian Dankert
200,Regular Season,Fri,2022-02-04,20:30,Hertha BSC,0.5,1–1,1.1,Bochum,3000.0,Olympiastadion Berlin,Marco Fritz
201,Regular Season,Sat,2022-02-05,15:30,Arminia,0.6,1–1,1.5,M'Gladbach,10000.0,SchücoArena,Benjamin Cortus
202,Regular Season,Sat,2022-02-05,15:30,Mainz 05,2.0,2–0,1.6,Hoffenheim,6800.0,Opel Arena,Christian Dingert
203,Regular Season,Sat,2022-02-05,15:30,Stuttgart,1.8,2–3,1.1,Eint Frankfurt,10000.0,Mercedes-Benz Arena,Sascha Stegemann
204,Regular Season,Sat,2022-02-05,15:30,Köln,1.3,1–0,1.3,Freiburg,10000.0,RheinEnergieSTADION,Felix Brych
205,Regular Season,Sat,2022-02-05,15:30,Augsburg,2.0,2–0,1.6,Union Berlin,7600.0,WWK Arena,Harm Osmers
206,Regular Season,Sat,2022-02-05,18:30,Bayern Munich,2.9,3–2,2.1,RB Leipzig,10000.0,Allianz Arena,Sven Jablonski
207,Regular Season,Sun,2022-02-06,15:30,Dortmund,1.3,2–5,2.1,Leverkusen,10000.0,Signal Iduna Park,Daniel Siebert
208,Regular Season,Sun,2022-02-06,17:30,Wolfsburg,2.0,4–1,1.1,Greuther Fürth,500.0,Volkswagen Arena,Martin Petersen
210,Regular Season,Fri,2022-02-11,20:30,RB Leipzig,1.0,3–1,0.9,Köln,15000.0,Red Bull Arena,Florian Badstübner
211,Regular Season,Sat,2022-02-12,15:30,Freiburg,1.7,1–1,2.1,Mainz 05,10000.0,Europa-Park Stadion,Deniz Aytekin
212,Regular Season,Sat,2022-02-12,15:30,Eint Frankfurt,1.1,0–2,1.6,Wolfsburg,10000.0,Commerzbank-Arena,Frank Willenborg
213,Regular Season,Sat,2022-02-12,15:30,M'Gladbach,2.2,3–2,1.2,Augsburg,10000.0,Stadion im Borussia-Park,Tobias Welz
214,Regular Season,Sat,2022-02-12,15:30,Bochum,1.3,4–2,2.2,Bayern Munich,10000.0,Vonovia Ruhrstadion,Robert Schröder
215,Regular Season,Sat,2022-02-12,15:30,Greuther Fürth,2.5,2–1,2.3,Hertha BSC,9000.0,Sportpark Ronhof Thomas Sommer,Daniel Schlager
216,Regular Season,Sat,2022-02-12,18:30,Leverkusen,2.5,4–2,1.2,Stuttgart,10000.0,BayArena,Felix Brych
217,Regular Season,Sun,2022-02-13,15:30,Union Berlin,1.3,0–3,1.9,Dortmund,10000.0,Stadion An der Alten Försterei,Matthias Jöllenbeck
218,Regular Season,Sun,2022-02-13,17:30,Hoffenheim,2.3,2–0,0.8,Arminia,10000.0,PreZero Arena,Robert Hartmann
220,Regular Season,Fri,2022-02-18,20:30,Mainz 05,1.0,3–2,1.2,Leverkusen,10000.0,Opel Arena,Benjamin Cortus
221,Regular Season,Sat,2022-02-19,15:30,Wolfsburg,1.1,1–2,1.4,Hoffenheim,7145.0,Volkswagen Arena,Felix Zwayer
222,Regular Season,Sat,2022-02-19,15:30,Stuttgart,1.9,1–1,1.9,Bochum,20059.0,Mercedes-Benz Arena,Harm Osmers
223,Regular Season,Sat,2022-02-19,15:30,Arminia,1.1,1–0,1.0,Union Berlin,10000.0,SchücoArena,Daniel Schlager
224,Regular Season,Sat,2022-02-19,15:30,Augsburg,0.8,1–2,1.6,Freiburg,15000.0,WWK Arena,Daniel Siebert
225,Regular Season,Sat,2022-02-19,18:30,Köln,1.3,1–0,0.7,Eint Frankfurt,10000.0,RheinEnergieSTADION,Christian Dingert
226,Regular Season,Sun,2022-02-20,15:30,Bayern Munich,2.7,4–1,0.9,Greuther Fürth,25000.0,Allianz Arena,Robert Hartmann
227,Regular Season,Sun,2022-02-20,17:30,Dortmund,3.5,6–0,0.8,M'Gladbach,10000.0,Signal Iduna Park,Marco Fritz
228,Regular Season,Sun,2022-02-20,19:30,Hertha BSC,0.7,1–6,3.1,RB Leipzig,10000.0,Olympiastadion Berlin,Patrick Ittrich
230,Regular Season,Fri,2022-02-25,20:30,Hoffenheim,2.3,2–1,1.9,Stuttgart,18099.0,PreZero Arena,Matthias Jöllenbeck
231,Regular Season,Sat,2022-02-26,15:30,M'Gladbach,2.7,2–2,1.5,Wolfsburg,10000.0,Stadion im Borussia-Park,Tobias Reichel
232,Regular Season,Sat,2022-02-26,15:30,Freiburg,2.8,3–0,1.9,Hertha BSC,25000.0,Europa-Park Stadion,Sven Jablonski
233,Regular Season,Sat,2022-02-26,15:30,Greuther Fürth,0.8,1–1,0.8,Köln,9200.0,Sportpark Ronhof Thomas Sommer,Robert Schörgenhofer
234,Regular Season,Sat,2022-02-26,15:30,Leverkusen,2.6,3–0,0.4,Arminia,10000.0,BayArena,Martin Petersen
235,Regular Season,Sat,2022-02-26,15:30,Union Berlin,0.9,3–1,0.8,Mainz 05,10000.0,Stadion An der Alten Försterei,Bastian Dankert
236,Regular Season,Sat,2022-02-26,18:30,Eint Frankfurt,0.8,0–1,2.0,Bayern Munich,25000.0,Commerzbank-Arena,Florian Badstübner
237,Regular Season,Sun,2022-02-27,15:30,Bochum,1.0,0–1,0.7,RB Leipzig,10000.0,Vonovia Ruhrstadion,Felix Brych
238,Regular Season,Sun,2022-02-27,17:30,Augsburg,0.9,1–1,0.5,Dortmund,15330.0,WWK Arena,Deniz Aytekin
240,Regular Season,Fri,2022-03-04,20:30,Arminia,0.2,0–1,0.4,Augsburg,19460.0,SchücoArena,Felix Brych
241,Regular Season,Sat,2022-03-05,15:30,RB Leipzig,0.7,1–1,0.5,Freiburg,24758.0,Red Bull Arena,Felix Zwayer
242,Regular Season,Sat,2022-03-05,15:30,Bayern Munich,1.4,1–1,1.8,Leverkusen,25000.0,Allianz Arena,Daniel Siebert
243,Regular Season,Sat,2022-03-05,15:30,Wolfsburg,0.6,1–0,1.1,Union Berlin,15703.0,Volkswagen Arena,Patrick Ittrich
244,Regular Season,Sat,2022-03-05,15:30,Hertha BSC,0.7,1–4,1.3,Eint Frankfurt,25000.0,Olympiastadion Berlin,Harm Osmers
245,Regular Season,Sat,2022-03-05,15:30,Bochum,1.3,2–1,0.8,Greuther Fürth,19800.0,Vonovia Ruhrstadion,Daniel Schlager
246,Regular Season,Sat,2022-03-05,18:30,Stuttgart,1.8,3–2,1.2,M'Gladbach,25000.0,Mercedes-Benz Arena,Christian Dingert
247,Regular Season,Sun,2022-03-06,17:30,Köln,1.3,0–1,2.1,Hoffenheim,37500.0,RheinEnergieSTADION,Marco Fritz
249,Regular Season,Sat,2022-03-12,15:30,Freiburg,1.9,3–2,1.2,Wolfsburg,25000.0,Europa-Park Stadion,Martin Petersen
250,Regular Season,Sat,2022-03-12,15:30,Hoffenheim,1.4,1–1,3.3,Bayern Munich,25600.0,PreZero Arena,Robert Schröder
251,Regular Season,Sat,2022-03-12,15:30,Union Berlin,1.2,1–1,1.2,Stuttgart,16509.0,Stadion An der Alten Försterei,Robert Hartmann
252,Regular Season,Sat,2022-03-12,18:30,M'Gladbach,1.8,2–0,0.5,Hertha BSC,30675.0,Stadion im Borussia-Park,Florian Badstübner
253,Regular Season,Sun,2022-03-13,15:30,Leverkusen,1.7,0–1,0.5,Köln,22658.0,BayArena,Sascha Stegemann
254,Regular Season,Sun,2022-03-13,17:30,Eint Frankfurt,1.9,2–1,1.0,Bochum,24000.0,Commerzbank-Arena,Marco Fritz
255,Regular Season,Sun,2022-03-13,17:30,Dortmund,2.0,1–0,0.6,Arminia,33000.0,Signal Iduna Park,Bastian Dankert
256,Regular Season,Sun,2022-03-13,19:30,Greuther Fürth,0.4,1–6,1.4,RB Leipzig,9418.0,Sportpark Ronhof Thomas Sommer,Sven Jablonski
258,Regular Season,Wed,2022-03-16,18:30,Mainz 05,0.6,0–1,0.8,Dortmund,25000.0,Opel Arena,Sascha Stegemann
260,Regular Season,Fri,2022-03-18,20:30,Bochum,1.4,0–2,0.6,M'Gladbach,,Vonovia Ruhrstadion,Benjamin Cortus
261,Regular Season,Sat,2022-03-19,15:30,Mainz 05,4.2,4–0,0.2,Arminia,25000.0,Opel Arena,Felix Zwayer
262,Regular Season,Sat,2022-03-19,15:30,Stuttgart,2.7,3–2,0.9,Augsburg,55785.0,Mercedes-Benz Arena,Patrick Ittrich
263,Regular Season,Sat,2022-03-19,15:30,Hertha BSC,0.8,3–0,0.8,Hoffenheim,25000.0,Olympiastadion Berlin,Daniel Schlager
264,Regular Season,Sat,2022-03-19,15:30,Greuther Fürth,0.7,0–0,0.8,Freiburg,9884.0,Sportpark Ronhof Thomas Sommer,Tobias Reichel
265,Regular Season,Sat,2022-03-19,18:30,Bayern Munich,2.9,4–0,0.8,Union Berlin,37000.0,Allianz Arena,Harm Osmers
266,Regular Season,Sun,2022-03-20,15:30,RB Leipzig,1.2,0–0,0.1,Eint Frankfurt,43058.0,Red Bull Arena,Christian Dingert
267,Regular Season,Sun,2022-03-20,17:30,Wolfsburg,1.5,0–2,1.2,Leverkusen,16554.0,Volkswagen Arena,Felix Brych
268,Regular Season,Sun,2022-03-20,19:30,Köln,1.2,1–1,1.1,Dortmund,50000.0,RheinEnergieSTADION,Daniel Siebert
270,Regular Season,Fri,2022-04-01,20:30,Union Berlin,1.7,1–0,0.5,Köln,22012.0,Stadion An der Alten Försterei,Florian Badstübner
271,Regular Season,Sat,2022-04-02,15:30,Freiburg,0.6,1–4,2.0,Bayern Munich,34700.0,Europa-Park Stadion,Christian Dingert
272,Regular Season,Sat,2022-04-02,15:30,Leverkusen,2.1,2–1,0.8,Hertha BSC,23557.0,BayArena,Matthias Jöllenbeck
273,Regular Season,Sat,2022-04-02,15:30,Hoffenheim,2.2,1–2,2.1,Bochum,15014.0,PreZero Arena,Daniel Siebert
274,Regular Season,Sat,2022-04-02,15:30,Arminia,0.8,1–1,2.3,Stuttgart,26011.0,SchücoArena,Patrick Ittrich
275,Regular Season,Sat,2022-04-02,15:30,Eint Frankfurt,1.4,0–0,0.4,Greuther Fürth,50500.0,Commerzbank-Arena,Bastian Dankert
276,Regular Season,Sat,2022-04-02,18:30,Dortmund,0.8,1–4,0.9,RB Leipzig,81365.0,Signal Iduna Park,Marco Fritz
277,Regular Season,Sun,2022-04-03,15:30,Augsburg,1.6,3–0,1.4,Wolfsburg,23143.0,WWK Arena,Sascha Stegemann
278,Regular Season,Sun,2022-04-03,17:30,M'Gladbach,1.6,1–1,2.2,Mainz 05,44156.0,Stadion im Borussia-Park,Daniel Schlager
280,Regular Season,Wed,2022-04-06,18:30,Augsburg,2.1,2–1,2.0,Mainz 05,18122.0,WWK Arena,Matthias Jöllenbeck
282,Regular Season,Fri,2022-04-08,20:30,Stuttgart,1.1,0–2,1.7,Dortmund,58248.0,Mercedes-Benz Arena,Harm Osmers
283,Regular Season,Sat,2022-04-09,15:30,Greuther Fürth,0.7,0–2,2.9,M'Gladbach,13900.0,Sportpark Ronhof Thomas Sommer,Tobias Stieler
284,Regular Season,Sat,2022-04-09,15:30,Bayern Munich,1.8,1–0,0.3,Augsburg,75000.0,Allianz Arena,Patrick Ittrich
285,Regular Season,Sat,2022-04-09,15:30,Wolfsburg,2.0,4–0,0.5,Arminia,22512.0,Volkswagen Arena,Benjamin Brand
286,Regular Season,Sat,2022-04-09,15:30,Köln,2.2,3–2,1.0,Mainz 05,49800.0,RheinEnergieSTADION,Martin Petersen
287,Regular Season,Sat,2022-04-09,18:30,Hertha BSC,0.9,1–4,2.3,Union Berlin,74667.0,Olympiastadion Berlin,Sven Jablonski
288,Regular Season,Sun,2022-04-10,15:30,Bochum,1.0,0–0,1.2,Leverkusen,25000.0,Vonovia Ruhrstadion,Felix Zwayer
289,Regular Season,Sun,2022-04-10,17:30,Eint Frankfurt,1.1,1–2,0.9,Freiburg,47000.0,Commerzbank-Arena,Felix Brych
290,Regular Season,Sun,2022-04-10,19:30,RB Leipzig,1.5,3–0,0.2,Hoffenheim,35112.0,Red Bull Arena,Bastian Dankert
292,Regular Season,Sat,2022-04-16,15:30,Dortmund,2.8,6–1,1.3,Wolfsburg,79200.0,Signal Iduna Park,Robert Schröder
293,Regular Season,Sat,2022-04-16,15:30,Mainz 05,0.6,0–0,0.6,Stuttgart,30128.0,Opel Arena,Florian Badstübner
294,Regular Season,Sat,2022-04-16,15:30,Freiburg,1.8,3–0,0.7,Bochum,34000.0,Europa-Park Stadion,Sascha Stegemann
